,bin,subfield_name,first_author,author_corresponding,counts,work_citedby
1248,6,Dermatology,99,55,524,1709
1249,6,Development,1,0,4,25
1250,6,Developmental Biology,21,10,77,331
1251,6,Developmental Neuroscience,25,18,125,633
1252,6,Developmental and Educational Psychology,55,48,203,817
1253,6,Discrete Mathematics and Combinatorics,11,12,38,33
1254,6,Earth-Surface Processes,2,0,7,2
1255,6,Ecological Modeling,0,0,1,40
1256,6,Ecology,36,35,229,1174
1257,6,"Ecology, Evolution, Behavior and Systematics",26,18,96,332
1258,6,Economics and Econometrics,212,134,868,5442
1259,6,Education,66,43,210,283
1260,6,Electrical and Electronic Engineering,58,32,225,861
1261,6,Electrochemistry,5,3,17,70
1262,6,"Electronic, Optical and Magnetic Materials",6,5,22,258
1263,6,Emergency Medical Services,96,56,439,971
1264,6,Emergency Medicine,131,99,885,3033
1265,6,Endocrine and Autonomic Systems,35,20,178,838
1266,6,Endocrinology,18,11,84,378
1267,6,"Endocrinology, Diabetes and Metabolism",238,154,1346,13242
1268,6,Environmental Chemistry,38,29,351,3576
1269,6,Environmental Engineering,14,5,71,428
1270,6,Epidemiology,719,500,5450,37981
1271,6,Experimental and Cognitive Psychology,127,84,625,3117
1272,6,Family Practice,18,11,112,383
1273,6,Finance,42,32,123,993
1274,6,Food Science,20,12,108,1355
1275,6,Gastroenterology,31,22,187,981
1276,6,Gender Studies,137,108,586,2234
1277,6,General Agricultural and Biological Sciences,3,1,10,70
1278,6,General Decision Sciences,1,0,8,75
1279,6,General Dentistry,0,0,1,0
1280,6,"General Economics, Econometrics and Finance",12,9,28,86
1281,6,General Energy,1,1,1,0
1282,6,General Health Professions,420,281,2020,8703
1283,6,General Psychology,1,1,3,5
1284,6,General Social Sciences,4,3,8,40
1285,6,Genetics,588,424,3986,25692
1286,6,Geochemistry and Petrology,1,0,2,19
1287,6,"Geography, Planning and Development",9,3,15,15
1288,6,Geology,1,0,2,0
1289,6,Geometry and Topology,6,5,21,84
1290,6,Geophysics,1,0,53,3
1291,6,Geriatrics and Gerontology,27,17,148,703
1292,6,Global and Planetary Change,19,12,125,630
1293,6,Hardware and Architecture,3,0,8,4
1294,6,Health,248,172,1468,9430
1295,6,Health Informatics,36,22,193,2835
1296,6,Health Information Management,25,10,120,497
1297,6,"Health, Toxicology and Mutagenesis",263,157,1977,21286
1298,6,Hematology,275,158,2261,15325
1299,6,Hepatology,78,72,538,2489
1300,6,History,45,41,55,31
1301,6,History and Philosophy of Science,19,18,30,21
1302,6,Human Factors and Ergonomics,1,0,1,0
1303,6,Human-Computer Interaction,7,3,27,98
1304,6,Immunology,244,164,2032,16705
1305,6,Immunology and Allergy,52,27,261,2562
1306,6,Industrial and Manufacturing Engineering,7,4,32,290
1307,6,Industrial relations,0,0,1,0
1308,6,Infectious Diseases,673,668,6662,142762
1309,6,Information Systems,28,20,119,472
1310,6,Information Systems and Management,11,5,47,150
1311,6,Inorganic Chemistry,14,7,82,307
1312,6,Insect Science,19,16,111,442
1313,6,Internal Medicine,40,16,240,1018
1314,6,"Issues, ethics and legal aspects",9,4,54,25
1315,6,Language and Linguistics,11,8,20,19
1316,6,Law,44,40,73,101
1317,6,Library and Information Sciences,3,5,8,36
1318,6,Life-span and Life-course Studies,1,0,1,1
1319,6,Linguistics and Language,3,2,6,7
1320,6,Literature and Literary Theory,31,26,44,44
1321,6,Management Information Systems,20,13,41,273
1322,6,Management Science and Operations Research,52,28,108,138
1323,6,Management of Technology and Innovation,6,6,32,36
1324,6,"Management, Monitoring, Policy and Law",10,7,39,49
1325,6,Marketing,17,14,51,612
1326,6,Materials Chemistry,83,69,314,2031
1327,6,Mathematical Physics,11,4,19,56
1328,6,Mechanical Engineering,4,0,14,29
1329,6,Mechanics of Materials,13,3,30,54
1330,6,Media Technology,8,1,32,34
1331,6,Medical Laboratory Technology,4,0,15,4
1332,6,Microbiology,53,51,334,1488
1333,6,Modeling and Simulation,69,64,365,4024
1334,6,Molecular Biology,928,693,6355,42675
1335,6,Molecular Medicine,47,41,268,1587
1336,6,Museology,7,4,10,0
1337,6,Music,11,7,14,8
1338,6,Nature and Landscape Conservation,4,1,34,31
1339,6,Nephrology,54,35,361,1936
1340,6,Neurology,458,345,3109,31970
1341,6,Neuropsychology and Physiological Psychology,9,6,27,37
1342,6,Nuclear and High Energy Physics,1,1,5,2
1343,6,Numerical Analysis,2,0,2,6
1344,6,Nutrition and Dietetics,143,135,825,7347
1345,6,Obstetrics and Gynecology,109,79,671,4599
1346,6,Occupational Therapy,4,3,30,54
1347,6,Ocean Engineering,4,0,12,56
1348,6,Oceanography,3,5,6,1
1349,6,Oncology,581,391,4615,36693
1350,6,Ophthalmology,126,113,714,4591
1351,6,Oral Surgery,3,2,8,11
1352,6,Organic Chemistry,60,71,322,3008
1353,6,Organizational Behavior and Human Resource Management,24,18,102,280
1354,6,Orthodontics,0,1,1,0
1355,6,Orthopedics and Sports Medicine,37,33,236,861
1356,6,Otorhinolaryngology,65,55,649,3888
1357,6,Paleontology,1,1,4,0
1358,6,Parasitology,25,26,175,817
1359,6,Pathology and Forensic Medicine,137,85,994,4185
1360,6,"Pediatrics, Perinatology and Child Health",295,207,1674,6970
1361,6,Periodontics,8,11,38,553
1362,6,Pharmaceutical Science,11,14,42,282
1363,6,Pharmacology,116,70,555,4415
1364,6,Pharmacy,28,19,103,279
1365,6,Philosophy,62,59,97,346
1366,6,"Physical Therapy, Sports Therapy and Rehabilitation",16,30,119,552
1367,6,Physical and Theoretical Chemistry,12,8,29,63
1368,6,Physiology,372,274,2673,19270
1369,6,Plant Science,41,23,232,1564
1370,6,Political Science and International Relations,178,144,258,879
1371,6,Pollution,19,8,330,3637
1372,6,Polymers and Plastics,1,1,8,45
1373,6,Process Chemistry and Technology,2,1,7,27
1374,6,Psychiatry and Mental health,268,205,1679,8350
1375,6,Public Administration,3,3,10,66
1376,6,"Public Health, Environmental and Occupational Health",580,439,3476,15808
1377,6,Pulmonary and Respiratory Medicine,752,477,5252,27148
1378,6,Radiation,62,30,532,3509
1379,6,Radiological and Ultrasound Technology,17,9,79,197
1380,6,"Radiology, Nuclear Medicine and Imaging",389,250,2506,9346
1381,6,Rehabilitation,33,27,235,937
1382,6,Religious studies,72,71,86,47
1383,6,"Renewable Energy, Sustainability and the Environment",11,17,81,924
1384,6,Reproductive Medicine,58,30,334,1011
1385,6,Research and Theory,5,3,15,15
1386,6,Rheumatology,122,74,1384,3508
1387,6,Safety Research,41,29,140,342
1388,6,"Safety, Risk, Reliability and Quality",0,0,3,4
1389,6,Sensory Systems,26,19,115,423
1390,6,Signal Processing,24,5,69,165
1391,6,Small Animals,9,2,55,142
1392,6,Social Psychology,211,169,975,8072
1393,6,Sociology and Political Science,399,339,1084,4172
1394,6,Software,1,1,1,0
1395,6,Soil Science,3,3,23,113
1396,6,Spectroscopy,10,11,73,465
1397,6,Speech and Hearing,44,28,217,719
1398,6,Statistical and Nonlinear Physics,27,6,58,186
1399,6,Statistics and Probability,78,61,271,1392
1400,6,"Statistics, Probability and Uncertainty",17,12,52,189
1401,6,Strategy and Management,30,19,64,155
1402,6,Structural Biology,2,1,16,226
1403,6,"Surfaces, Coatings and Films",5,0,10,20
1404,6,Surgery,958,603,5923,51071
1405,6,Toxicology,3,2,15,19
1406,6,Transplantation,52,43,333,1901
1407,6,Transportation,15,9,60,202
1408,6,Urban Studies,8,4,16,20
1409,6,Urology,30,19,108,234
1410,6,Virology,114,130,1052,9678
1411,6,Visual Arts and Performing Arts,13,13,13,8
1412,6,Water Science and Technology,3,1,28,85
